CID,POSTALCODE,LOTSIZEACRES,YEARBUILT,BEDS,BATHS,SALESPRICE,SALEDATE,LOANAMOUNT,LENDERTYPE,LOANTYPE,PROPERTYTYPE,ESTIMATEDVALUE,ESTIMATIONDATE,CONFIDENCESCORE
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,405000,Bank,Stand Alone Refi (Refinance of Original Loan),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,850000,Bank,New Conventional,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,819000,Bank,New Conventional,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,409842,Bank,New Conventional,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,231800,Mortgage company,Unknown,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,500000,Bank,Credit Line (Revolving),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,417000,Mortgage company,Stand Alone Refi (Refinance of Original Loan),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,117000,Other (company or corporation),Unknown,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,318000,Bank,Credit Line (Revolving),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,250000,Bank,Credit Line (Revolving),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,62000,Bank,Credit Line (Revolving),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,251500,Mortgage company,Unknown,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,405000,Bank,Stand Alone Refi (Refinance of Original Loan),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,850000,Bank,New Conventional,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,819000,Bank,New Conventional,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,409842,Bank,New Conventional,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,231800,Mortgage company,Unknown,Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,500000,Bank,Credit Line (Revolving),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,417000,Mortgage company,Stand Alone Refi (Refinance of Original Loan),Residential,1758462,20250601,88
060003649447,94618,0.115,1937,3,2.00,1170000,20240706,117000,Other (company or corporation),Unknown,Residential,1758462,20250601,88
060006282964,91016,0.143,1960,6,2.00,490000,20240706,50000,Mortgage company,Unknown,Residential Lease,831348,20250601,80
060006282964,91016,0.143,1960,6,2.00,490000,20240706,160000,Finance Company,Stand Alone Refi (Refinance of Original Loan),Residential Lease,831348,20250601,80
060006282964,91016,0.143,1960,6,2.00,490000,20240706,50000,Mortgage company,Unknown,Residential Income,831348,20250601,80
060006282964,91016,0.143,1960,6,2.00,490000,20240706,160000,Finance Company,Stand Alone Refi (Refinance of Original Loan),Residential Income,831348,20250601,80
060006282964,91016,0.143,1960,6,2.00,490000,20240706,50000,Mortgage company,Unknown,Residential Lease,831348,20250601,80
060006282964,91016,0.143,1960,6,2.00,490000,20240706,160000,Finance Company,Stand Alone Refi (Refinance of Original Loan),Residential Lease,831348,20250601,80
060006282964,91016,0.143,1960,6,2.00,490000,20240706,50000,Mortgage company,Unknown,Residential Income,831348,20250601,80
060006282964,91016,0.143,1960,6,2.00,490000,20240706,160000,Finance Company,Stand Alone Refi (Refinance of Original Loan),Residential Income,831348,20250601,80
170005023713,60018,0.23,1954,3,1.00,130000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,103290,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,103290,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,103290,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,103290,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,150000,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,150000,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,150000,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,150000,Bank,New Conventional,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,181364,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,181364,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,181364,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,181364,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,182250,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,182250,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,182250,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,182250,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,184983,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,184983,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,184983,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,184983,Bank,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,180562,Mortgage company,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,180562,Mortgage company,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,180562,Mortgage company,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,180562,Mortgage company,FHA,Land,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,103290,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,150000,Bank,New Conventional,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,181364,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,182250,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,184983,Bank,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,130000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,215000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,285000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
170005023713,60018,0.23,1954,3,1.00,225000,20240409,180562,Mortgage company,FHA,Residential,357966,20250601,94
060002675059,91361,0.337,1989,4,3.00,635000,20240706,295892,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,295892,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,1058000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,1058000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,105000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,105000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,76000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,76000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,250000,Bank,Future Advance Clause / Open End Mortgage,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,250000,Bank,Future Advance Clause / Open End Mortgage,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,175000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,175000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,375000,Lending institution,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,375000,Lending institution,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,320000,Mortgage company,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,320000,Mortgage company,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,950000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,950000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,311000,Bank,Unknown,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,311000,Bank,Unknown,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,295892,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,295892,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,1058000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,1058000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,105000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,105000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,76000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,76000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,250000,Bank,Future Advance Clause / Open End Mortgage,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,250000,Bank,Future Advance Clause / Open End Mortgage,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,175000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,175000,Bank,Credit Line (Revolving),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,375000,Lending institution,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,375000,Lending institution,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,320000,Mortgage company,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,320000,Mortgage company,Stand Alone Refi (Refinance of Original Loan),Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,950000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,950000,Bank,New Conventional,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,635000,20240706,311000,Bank,Unknown,Residential,2416719,20250601,90
060002675059,91361,0.337,1989,4,3.00,1322500,20240706,311000,Bank,Unknown,Residential,2416719,20250601,90
050001973362,72712,0.14,2002,4,3.00,225400,20240706,221317,Bank,FHA,Residential Lease,562314,20250601,90
050001973362,72712,0.14,2002,4,3.00,195000,20240706,221317,Bank,FHA,Residential Lease,562314,20250601,90
050001973362,72712,0.14,2002,4,3.00,155000,20240706,221317,Bank,FHA,Residential Lease,562314,20250601,90
050001973362,72712,0.14,2002,4,3.00,225400,20240706,48700,Bank,Credit Line (Revolving),Residential Lease,562314,20250601,90
050001973362,72712,0.14,2002,4,3.00,195000,20240706,48700,Bank,Credit Line (Revolving),Residential Lease,562314,20250601,90
